step,S,I,R
0,48,2,0
1,48,2,0
2,48,2,0
3,46,4,0
4,46,4,0
5,45,5,0
6,44,5,1
7,44,5,1
8,41,8,1
9,39,10,1
10,38,9,3
11,33,14,3
12,27,19,4
13,24,21,5
14,19,25,6
15,17,26,7
16,14,28,8
17,12,30,8
18,10,31,9
19,7,33,10
20,7,29,14
21,6,29,15
22,5,30,15
23,5,28,17
24,4,28,18
25,4,28,18
26,3,28,19
27,2,29,19
28,2,27,21
29,1,26,23
30,1,24,25
31,0,23,27
32,0,23,27
33,0,20,30
34,0,20,30
35,0,20,30
36,0,20,30
37,0,17,33
38,0,15,35
39,0,15,35
40,0,15,35
41,0,15,35
42,0,15,35
43,0,15,35
44,0,14,36
45,0,12,38
46,0,12,38
47,0,12,38
48,0,11,39
49,0,11,39
50,0,7,43
51,0,6,44
52,0,5,45
53,0,5,45
54,0,5,45
55,0,5,45
56,0,4,46
57,0,3,47
58,0,3,47
59,0,3,47
60,0,2,48
61,0,1,49
62,0,1,49
63,0,1,49
64,0,1,49
65,0,1,49
66,0,0,50
