step,S,I,R
0,48,2,0
1,47,3,0
2,47,3,0
3,46,4,0
4,45,5,0
5,44,6,0
6,43,7,0
7,41,9,0
8,38,12,0
9,35,14,1
10,35,12,3
11,31,16,3
12,29,18,3
13,27,19,4
14,22,23,5
15,17,28,5
16,16,28,6
17,15,26,9
18,14,26,10
19,11,23,16
20,10,24,16
21,8,24,18
22,6,25,19
23,5,26,19
24,5,25,20
25,5,24,21
26,4,21,25
27,3,22,25
28,2,23,25
29,2,23,25
30,2,23,25
31,1,24,25
32,1,24,25
33,1,23,26
34,1,22,27
35,1,19,30
36,1,18,31
37,1,18,31
38,1,18,31
39,1,17,32
40,0,17,33
41,0,17,33
42,0,15,35
43,0,15,35
44,0,13,37
45,0,10,40
46,0,10,40
47,0,10,40
48,0,10,40
49,0,10,40
50,0,10,40
51,0,10,40
52,0,10,40
53,0,10,40
54,0,10,40
55,0,10,40
56,0,8,42
57,0,8,42
58,0,8,42
59,0,8,42
60,0,8,42
61,0,8,42
62,0,7,43
63,0,5,45
64,0,5,45
65,0,5,45
66,0,5,45
67,0,5,45
68,0,5,45
69,0,5,45
70,0,5,45
71,0,5,45
72,0,5,45
73,0,5,45
74,0,5,45
75,0,5,45
76,0,4,46
77,0,3,47
78,0,2,48
79,0,1,49
80,0,1,49
81,0,1,49
82,0,1,49
83,0,1,49
84,0,1,49
85,0,1,49
86,0,1,49
87,0,1,49
88,0,1,49
89,0,1,49
90,0,1,49
91,0,1,49
92,0,1,49
93,0,1,49
94,0,0,50
