step,S,I,R
0,48,2,0
1,48,2,0
2,47,3,0
3,47,3,0
4,46,3,1
5,46,3,1
6,45,4,1
7,42,7,1
8,41,8,1
9,36,13,1
10,36,13,1
11,32,17,1
12,31,16,3
13,27,20,3
14,25,19,6
15,24,19,7
16,22,20,8
17,19,22,9
18,19,21,10
19,18,22,10
20,15,24,11
21,14,25,11
22,12,27,11
23,12,25,13
24,12,24,14
25,10,24,16
26,8,26,16
27,7,23,20
28,7,22,21
29,7,19,24
30,4,19,27
31,4,17,29
32,4,16,30
33,3,17,30
34,3,17,30
35,2,18,30
36,1,17,32
37,1,17,32
38,1,14,35
39,1,12,37
40,1,11,38
41,1,10,39
42,1,10,39
43,1,9,40
44,1,9,40
45,0,10,40
46,0,10,40
47,0,9,41
48,0,7,43
49,0,7,43
50,0,7,43
51,0,7,43
52,0,7,43
53,0,7,43
54,0,7,43
55,0,7,43
56,0,7,43
57,0,7,43
58,0,7,43
59,0,7,43
60,0,7,43
61,0,7,43
62,0,7,43
63,0,7,43
64,0,7,43
65,0,7,43
66,0,7,43
67,0,6,44
68,0,6,44
69,0,6,44
70,0,5,45
71,0,5,45
72,0,5,45
73,0,4,46
74,0,4,46
75,0,4,46
76,0,4,46
77,0,3,47
78,0,3,47
79,0,3,47
80,0,3,47
81,0,3,47
82,0,3,47
83,0,3,47
84,0,3,47
85,0,2,48
86,0,2,48
87,0,1,49
88,0,1,49
89,0,1,49
90,0,1,49
91,0,1,49
92,0,1,49
93,0,1,49
94,0,1,49
95,0,1,49
96,0,1,49
97,0,1,49
98,0,1,49
99,0,1,49
100,0,1,49
101,0,1,49
102,0,1,49
103,0,1,49
104,0,1,49
105,0,1,49
106,0,1,49
107,0,1,49
108,0,1,49
109,0,1,49
110,0,0,50
