step,S,I,R
0,34,2,14
1,33,3,14
2,30,6,14
3,27,9,14
4,22,13,15
5,19,15,16
6,15,17,18
7,13,19,18
8,10,19,21
9,8,20,22
10,6,21,23
11,4,23,23
12,4,22,24
13,3,22,25
14,2,22,26
15,2,20,28
16,1,18,31
17,1,16,33
18,1,16,33
19,1,16,33
20,1,16,33
21,1,15,34
22,1,14,35
23,1,13,36
24,1,12,37
25,1,11,38
26,1,11,38
27,1,10,39
28,1,10,39
29,1,9,40
30,0,9,41
31,0,8,42
32,0,8,42
33,0,8,42
34,0,8,42
35,0,6,44
36,0,5,45
37,0,5,45
38,0,5,45
39,0,5,45
40,0,5,45
41,0,5,45
42,0,5,45
43,0,4,46
44,0,4,46
45,0,4,46
46,0,4,46
47,0,4,46
48,0,4,46
49,0,4,46
50,0,4,46
51,0,4,46
52,0,4,46
53,0,4,46
54,0,4,46
55,0,3,47
56,0,3,47
57,0,3,47
58,0,3,47
59,0,2,48
60,0,1,49
61,0,1,49
62,0,1,49
63,0,1,49
64,0,1,49
65,0,0,50
