step,S,I,R
0,38,2,10
1,38,2,10
2,38,1,11
3,38,1,11
4,37,2,11
5,37,2,11
6,37,1,12
7,37,1,12
8,36,2,12
9,35,3,12
10,35,2,13
11,34,3,13
12,34,3,13
13,34,3,13
14,34,3,13
15,34,3,13
16,34,3,13
17,33,4,13
18,33,4,13
19,30,7,13
20,29,8,13
21,27,9,14
22,24,11,15
23,22,12,16
24,20,13,17
25,19,14,17
26,15,18,17
27,14,18,18
28,13,19,18
29,9,22,19
30,8,21,21
31,8,20,22
32,7,21,22
33,6,21,23
34,6,19,25
35,6,17,27
36,6,17,27
37,6,17,27
38,5,15,30
39,5,14,31
40,3,15,32
41,3,15,32
42,3,14,33
43,3,14,33
44,3,13,34
45,3,12,35
46,3,11,36
47,3,10,37
48,3,10,37
49,3,10,37
50,3,9,38
51,3,9,38
52,2,10,38
53,2,9,39
54,2,9,39
55,2,7,41
56,2,7,41
57,2,7,41
58,2,7,41
59,2,6,42
60,2,6,42
61,2,6,42
62,2,5,43
63,2,5,43
64,2,5,43
65,2,5,43
66,2,5,43
67,2,5,43
68,2,5,43
69,2,5,43
70,2,4,44
71,2,3,45
72,2,3,45
73,2,3,45
74,2,3,45
75,2,3,45
76,2,3,45
77,2,3,45
78,2,1,47
79,2,1,47
80,2,1,47
81,2,1,47
82,2,1,47
83,2,1,47
84,2,1,47
85,2,1,47
86,2,1,47
87,2,1,47
88,2,1,47
89,2,1,47
90,2,1,47
91,2,1,47
92,2,1,47
93,2,1,47
94,2,0,48
